"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"963","Diepholz","8,3424","52,5881","38.0","https://cdc.dwd.de/rest/metadata/station/html/812300036263"
"6110","Medow-Wussentin","13,4949","53,8545","11.0","https://cdc.dwd.de/rest/metadata/station/html/812300037543"
"1612","Gera-Leumnitz","12,1289","50,8812","311.0","https://cdc.dwd.de/rest/metadata/station/html/812300038119"
"2879","Lauda-Königshofen-Gerlachsheim","9,7142","49,5781","199.0","https://cdc.dwd.de/rest/metadata/station/html/812300039399"
"4977","Tangermünde","11,9724","52,5447","45.0","https://cdc.dwd.de/rest/metadata/station/html/812300040679"
"4651","Seesen","10,1885","51,9040","189.0","https://cdc.dwd.de/rest/metadata/station/html/812300041255"
"848","Celle (Stadt)","10,0726","52,6146","38.0","https://cdc.dwd.de/rest/metadata/station/html/812300042535"
"6305","Mühlhausen/Thüringen-Görmar","10,4978","51,2061","194.0","https://cdc.dwd.de/rest/metadata/station/html/812300043111"
"3924","Pforzheim-Eutingen","8,7412","48,9059","246.0","https://cdc.dwd.de/rest/metadata/station/html/812300044391"
"52","Ahrensburg-Wulfsdorf","10,1990","53,6623","46.0","https://cdc.dwd.de/rest/metadata/station/html/812300045671"
"13675","Hameln-Hastenbeck","9,4077","52,0818","75.0","https://cdc.dwd.de/rest/metadata/station/html/812300046247"
"2821","Lamspringe","10,0157","51,9603","214.0","https://cdc.dwd.de/rest/metadata/station/html/812300047527"
"2486","Kaiserslautern","7,7557","49,4262","271.0","https://cdc.dwd.de/rest/metadata/station/html/812300048103"
"4926","Stuttgart (Neckartal)","9,2167","48,7896","224.0","https://cdc.dwd.de/rest/metadata/station/html/812300049383"
"2160","Herrenhof","10,6904","50,8444","360.0","https://cdc.dwd.de/rest/metadata/station/html/812300049959"
"2609","Klein Rönnau","10,3293","53,9587","40.0","https://cdc.dwd.de/rest/metadata/station/html/812300050663"
"2947","Lennestadt-Theten","8,0348","51,1333","286.0","https://cdc.dwd.de/rest/metadata/station/html/812300051239"
